ABL1	0.00220808	-0.0538989	-0.466312	-0.457737	0.300024	0.0920653	0.412232	0.594697	0.242666	0.0482315	0.03707	0.017407	-0.216717	-0.0367271	0.11052	0.0594298	0.0684277	0.256854	0.293348	-0.42039	0.13633	0.527946	0.213227	-0.0191223	0.189238	-0.277808	-0.202914	-0.0771056	0.0171455	0.121073	0.197455	0.503804	0.292154	0.457355	-0.0468131	-0.0939695	-0.301439	0.168591	0.62297	1.81315	0.277555	0.0907336	0.339811	0.425569	0.245321	-0.0571116	0.548558	0.0398685	-0.149008	-0.351534
ACAP1	-0.164171	-0.0238491	0.0798605	0.344896	0.445047	0.0295438	-0.147061	-0.0766707	-0.683665	-0.070542	-0.00799355	-0.176713	-0.019714	0.118702	0.450215	-0.0072718	0.312021	0.456425	-0.121487	-0.107398	0.278247	0.271635	-0.348573	-0.0362504	0.194848	-0.241752	-0.253918	-0.200927	0.383878	-0.225193	-0.282123	-0.621568	-1.24112	-1.00065	-0.584894	-0.567711	0.866005	0.670482	2.50993	0.8998	0.312283	0.489889	0.349063	0.608557	-0.437697	0.216144	0.0660886	-0.175737	0.133487	0.180584
ADCK4	-0.166376	-0.0989317	-0.202176	-0.163758	-0.557059	-0.873663	-0.908349	-0.845282	-0.800288	0.213388	0.0307825	-0.215804	-0.167921	-0.323789	-0.279633	-0.67197	-0.562656	-0.620624	0.0735159	-0.310223	-0.293866	-0.566953	-0.252559	-0.407118	-0.422181	-0.726279	-0.64284	-0.42654	0.204073	-0.110151	0.103004	-0.237387	0.234989	0.167858	-0.633329	-0.447198	-0.10369	0.0812999	0.607085	-0.459531	-0.230601	-0.306683	-0.221039	0.0964236	-0.623754	-0.257786	-0.530553	-0.64678	-0.368815	-1.12758
ANKRD24	0.0861258	0.0478205	0.251059	-0.0114439	-0.155752	-0.188626	0.12289	0.0824283	-0.330815	0.50976	-0.513756	0.614319	0.268206	-0.493823	0.0513046	0.28607	-0.585437	-0.377616	0.393976	0.684896	0.600047	-0.692961	0.766985	-0.0874391	-0.231433	1.43934	4.71519	1.35898	-0.524052	0.760562	0.380332	0.0485298	0.435072	0.566375	-0.315842	-0.0928212	-0.368346	0.329543	0.185347	-0.0440076	-0.310873	0.914737	-0.0147139	-1.19481	2.84806	0.477656	-0.462568	0.0829989	0.9142	1.8191
ARRB1	-0.100418	0.0351312	-0.67202	-1.64997	-1.92438	-1.45866	-1.12791	-1.69824	-1.06837	-0.0326373	0.438567	-0.582355	-0.601332	-0.620367	-1.27521	-1.32231	-1.27448	-0.917322	0.0749995	-0.863713	-1.22468	-1.18457	0.0166802	0.0270594	-0.742419	-0.953714	-0.857463	-0.705179	0.261754	-0.0235832	-0.258464	-0.387543	-0.473394	-0.250761	-0.106712	-0.000235979	-0.32131	-0.417842	-0.1241	-0.144207	-0.417327	0.454642	-0.798173	-3.88186	0.00925828	0.130309	-0.271258	-0.526817	-0.158873	-0.443835
ATP6V0E1	-0.0306808	-0.0557587	-0.120039	-0.17171	-0.240052	-0.236111	-0.0865826	0.0271226	0.0357541	-0.032287	-0.0247876	-0.0973653	0.0569844	0.068813	-0.362961	-0.353819	-0.26051	-0.205538	-0.015473	0.0144535	-0.219454	-0.245906	0.00779499	-0.179649	0.180903	0.256404	0.0697665	0.116292	0.159236	0.0222959	0.0702538	0.168043	0.198014	0.164746	0.00328951	-0.00763096	-0.297137	0.769683	0.288823	0.619171	0.0682577	0.226724	0.0856142	0.0731796	-0.0532021	-0.0776395	-0.138539	0.147264	-0.273639	0.0645154
ATP8B2	0.0459774	0.0714472	-0.118849	-0.437799	-0.287928	-0.0821743	-0.114482	-0.24404	-0.436358	-0.0630118	0.0739309	-0.197658	-0.0935137	-0.246424	-0.310159	-0.323577	-0.267227	-0.126115	-0.119518	-0.0491414	-0.20232	-0.178346	0.215369	0.0642092	0.178226	0.101859	0.0774069	0.0360968	-0.0788251	0.129692	0.0419256	-0.191572	-0.35839	0.00341777	0.00639526	-0.171127	0.0509962	-0.00958467	-0.486794	0.00382768	-0.0177768	-0.228022	0.27192	0.00382237	0.0460173	-0.0450792	-0.161024	0.00795079	-0.276553	-0.0805969
BBS10	0.147137	-0.0717771	0.214726	0.219296	0.338885	0.18551	0.286935	0.342373	-0.207369	0.0356836	-0.0654803	0.0328905	0.270129	0.225796	0.202059	0.0732478	0.0346877	-0.0989983	0.0392897	0.424217	0.300108	-0.0383718	0.0174158	-0.16644	0.143071	0.162414	0.191279	-0.0273158	-0.0918695	-0.108726	-0.377375	-1.30678	-1.32493	-0.969383	0.0759592	0.299212	-0.491862	-0.631126	-0.167937	-0.227645	-0.0742249	-0.104368	-0.0512938	-0.150592	0.0458084	-0.104399	-0.0866888	-0.0554758	-0.202378	-0.391462
CASP8	0.108751	0.0446708	0.432076	0.539176	0.176767	0.147309	0.256624	0.210401	-0.248625	-0.0589776	0.13836	0.137186	0.177633	0.0853688	0.0848091	0.362441	0.183931	-0.039313	-0.0133459	0.205971	0.0881391	-0.0306051	-0.0336249	-0.0122458	0.000297002	-0.68726	-1.25311	-1.59261	-0.150273	-0.0431635	0.0926789	0.707775	1.01891	0.834055	-1.76949	-0.530166	0.24628	-1.33855	1.98777	-1.10959	-0.196238	-0.343394	0.0416687	-0.514027	0.045703	-0.146562	0.0200135	-0.65881	-0.767309	-0.832105
CCL2	0.00894212	-0.0253964	0.0760835	0.54224	0.834738	0.502327	0.273943	0.260087	0.272997	-0.230564	-0.460938	-0.456689	0.304846	0.789414	1.09927	0.91467	1.03462	1.247	-0.190125	0.0930248	1.41605	1.11313	-0.233915	-0.166723	0.171673	-0.0541117	0.0590253	-0.483666	0.163456	-0.14833	0.223972	0.548713	-0.169763	-1.1278	0.00621827	-0.149648	-0.226647	1.55444	2.0274	1.40831	-0.374939	-0.669289	-0.0789243	-0.48832	-0.11278	0.04178	0.0653784	0.0240669	-0.164701	-0.667359
